"sku","status","title","condition","orderingpn","manufacturerpartnumber","manufacturer","vendor","stock","locationinwarehouse","totalsold","cost","price","amznprice","bigcommerceprice","ebayid","amznsku","bigcommercelistingid","dateupdated","updatedbyfullname","sbt_partnumber","sbt_title","sbt_retailcost","sbt_dealercost"
"SD77618","publish","Yamaha GP1200R/XLT800/XTL1200 Carb Base Gasket 66E-14398 SBT 41-406-01","New","41-406-01","41-406-01-SB",,"SBT",50,,0,2.2,8.3,8.3,8.3,304578647359,,82615,"2022-07-28 16:53:01","Maria Raigosa","41-406-01","Yamaha 800/1200R/1300R Carb Base Gasket",3.6,2.2
"SD77619","publish","Yamaha GP800/XL800/XL1200/GP800R Carb Base Gasket 66E-14398 SBT 41-406-01","New","41-406-01","41-406-01-SB",,"SBT",48,,2,2.2,8.3,8.3,8.3,304578642212,,82616,"2022-07-28 16:49:24","Monica Vallejo","41-406-01","Yamaha 800/1200R/1300R Carb Base Gasket",3.6,2.2
"SD77622","publish","Yamaha GP-XL-XLT800/GP800R Muffler Damper Gasket 66E-14749-00-00 SBT 41-406-04","New","41-406-04","41-406-04-SB",,"SBT",45,,6,5.1,11.15,11.15,11.15,125416087692,,82619,"2022-08-10 12:21:29","Antonella L Coronel","41-406-04","Gasket - Muffler Dampner",8.5,5.1
"SD77623","disable","Yamaha GP-XL-XLT800/GP800R Flywheel Cover Gasket 66E-81337-11-8P  SBT 41-406-05","New","41-406-05","41-406-05-SB",,"SBT",50,,0,6.6,12.88,12.88,12.88,0,,82620,"2022-07-30 17:44:27","Libia Bulk cost 7/30/2679","41-406-05","Flywheel Cover O'Ring",10.95,6.6
"SD9053","publish","Yamaha Exhaust Section Gasket GP XL&XLT800/GP800R  66E-41124-00-00 SBT 41-406-22","New","41-406-22","41-406-22-SB",,"SBT",137,,3,8.65,16.35,16.35,16.35,295113200232,,41737,"2022-07-30 17:44:27","Libia Bulk cost 7/30/2501","41-406-22","Gasket - Exhaust Section",14.35,8.65
"SD9062","publish","Yamaha Exhaust Section Gasket GP800/XL800/GP800R  66E-41124-10 SBT 41-406-22A","New","41-406-22A","41-406-22A-SB",,"SBT",139,,1,8.65,16.35,16.35,16.35,304606168248,,41738,"2022-08-22 17:46:56","J. Daniel","41-406-22A","Gaskets-exhaust section",14.35,8.65
"SD77769","disable","Yamaha GP-XL800&1200/GP800R-1200R/XLT800-1200 Arrestor ORing 66E-13473-00-00 SBT","New","41-406-23","41-406-23-SB",,"SBT",50,,0,3.7,9.8,9.8,9.8,0,,82766,"2022-07-30 17:44:27","Libia Bulk cost 7/30/2871","41-406-23","Yamaha 800/1200R/1300R  Flame Arrestor O Ring",6.1,3.7
"SD77621","disable","Yamaha GP800/XL800/GP800R/XLT800 Exhaust Pipe 66E-14623-00-00 SBT 41-406-25","New","41-406-25","41-406-25-SB",,"SBT",50,,0,2.2,8.02,8.02,8.02,0,,82618,"2022-07-30 17:44:27","Libia Bulk cost 7/30/3003","41-406-25","Gasket - Yamaha 800 Exhaust Pipe",3.6,2.2
"SD8510","disable","Yamaha Outer Cover Gasket XL & XLT1200/GP1200R /GP1300R&NPV  66V-41124-00-00 SBT","New","41-407-19","41-407-19-SB",,"SBT",139,,0,12.6,21.06,21.06,21.06,0,,41668,"2022-07-30 17:44:27","Libia Bulk cost 7/30/2393","41-407-19","Gaskets- EXHAUST OUTER COVER 2",20.95,12.6
"SD77626","publish","Yamaha GP1300NPV/GP1200R Outer Cover 1 Gasket 66V-41114-00-00 SBT 41-407-20","New","41-407-20","41-407-20-SB",,"SBT",49,,1,8.15,14.23,14.23,14.23,125477459592,,82623,"2022-08-22 18:28:53","J. Daniel","41-407-20","Gaskets- EXHAUST OUTER COVER 1",13.55,8.15
"SD77627","publish","Yamaha GP1300R/XLT & XL1200 Outer Cover 1 Gasket 66V-41114-00-00 SBT 41-407-20","New","41-407-20","41-407-20-SB",,"SBT",50,,0,8.15,14.23,14.23,14.23,304606199376,,82624,"2022-08-22 18:28:20","J. Daniel","41-407-20","Gaskets- EXHAUST OUTER COVER 1",13.55,8.15
"SD77624","publish","Yamaha XL1200/GP1200R/GP1300R/GP1300NPV Exhaust Pipe Gasket 66V-14623-00-00 SBT","New","41-407-25","41-407-25-SB",,"SBT",49,,1,6.6,12.88,12.88,12.88,295227008930,,82621,"2022-09-19 03:16:50","Libia Bulk cost 7/30/2680","41-407-25","Gaskets-EXHAUST PIPE",10.95,6.6
"SD8589","publish","Yamaha Mag/Flywheel Cover ORing FX140 Cruiser/FX140/FX140 HO  93212-04001-02 SBT","New","41-408-05","41-408-05-SB",,"SBT",80,,0,9.65,18.25,18.25,18.25,294285979532,,41698,"2022-03-17 17:05:53","Antonella L Coronel","41-408-05","Mag/Flywheel Cover O Ring (SBT makes)",16.05,9.65
"SD507603281","publish","Yamaha Mag/Flywheel Cover ORing  Wave Runner FX CruiserHO 3212-04001-02 SBT","New","41-408-05","41-408-05-SB",,"SBT",80,,1,9.65,18.25,18.25,18.25,304073713194,,94214,"2022-03-17 17:05:53","Antonella L Coronel","41-408-05","Mag/Flywheel Cover O Ring (SBT makes)",16.05,9.65
"SD507603541","publish","Yamaha Mag/Flywheel Cover ORing FXCruiserHO/VX110 Deluxe&Sport 3212-04001-02 SBT","New","41-408-05","41-408-05-SB",,"SBT",80,,0,9.65,18.25,18.25,18.25,124818213552,,94215,"2022-03-17 17:05:53","Antonella L Coronel","41-408-05","Mag/Flywheel Cover O Ring (SBT makes)",16.05,9.65
"SD507603708","publish","Yamaha Mag/Flywheel Cover ORing  VX 1100E Wave Runner Sport  3212-04001-02 SBT","New","41-408-05","41-408-05-SB",,"SBT",80,,0,9.65,18.25,18.25,18.25,124818213463,,94216,"2022-03-17 17:05:53","Antonella L Coronel","41-408-05","Mag/Flywheel Cover O Ring (SBT makes)",16.05,9.65
"SD507603883","publish","Yamaha Mag/Flywheel Cover ORing Wave Runner FX Cruiser & FX  93212-04001-02 SBT","New","41-408-05","41-408-05-SB",,"SBT",80,,1,9.65,18.25,18.25,18.25,124818213389,,94217,"2022-03-17 17:05:53","Antonella L Coronel","41-408-05","Mag/Flywheel Cover O Ring (SBT makes)",16.05,9.65
"SD507604088","publish","Yamaha Mag/Flywheel CoverORing FX3Pass/XCruiser/VX1100E WaveR 93212-04001-02 SBT","New","41-408-05","41-408-05-SB",,"SBT",80,,0,9.65,18.25,18.25,18.25,124818213230,,94218,"2022-03-17 17:05:53","Antonella L Coronel","41-408-05","Mag/Flywheel Cover O Ring (SBT makes)",16.05,9.65
"SD77739","publish","Yamaha FX 140/FX 140 Cruiser Oil Pump Cover Oring 93211-95001-00 SBT 41-408-30","New","41-408-30","41-408-30-SB",,"SBT",48,,2,5.1,11.12,11.12,11.12,304577814150,,82736,"2022-07-30 17:44:27","Libia Bulk cost 7/30/2787","41-408-30","FX 140 Housing Cover 2 PTO Cover (SBT makes)",8.5,5.1
"SD77740","publish","Yamaha Wave Runner FX/Cruiser Oil Pump Cover Oring 93211-95001-00 SBT 41-408-30","New","41-408-30","41-408-30-SB",,"SBT",49,,1,5.1,11.85,11.85,11.85,295115595833,,82737,"2022-07-27 22:45:50","Monica Vallejo","41-408-30","FX 140 Housing Cover 2 PTO Cover (SBT makes)",8.5,5.1
"SD77558","publish","Yamaha FX 140 & Cruiser Coolant Pipe Valve Cover Gasket 60E-12474 SBT 41-408-31","New","41-408-31","41-408-31-SB",,"SBT",50,,0,2.95,9.02,9.02,9.02,304686938925,,82556,"2022-11-03 09:16:52","Libia Bulk cost 7/30/2950","41-408-31","Coolant Rubber Pipe Seal",4.85,2.95
"SD77559","publish","Yamaha FX Wave Runner & Cruiser Coolant Pipe Valve Cover Gasket 60E-12474 SBT","New","41-408-31","41-408-31-SB",,"SBT",50,,0,2.95,9.02,9.02,9.02,295314683479,,82557,"2022-11-03 10:38:42","Libia Bulk cost 7/30/2951","41-408-31","Coolant Rubber Pipe Seal",4.85,2.95
"SD77562","publish","Yamaha GP1300R/GP1300NPV 2003-08 Intake Gasket 60T-13556-00-00 SBT 41-409-02","New","41-409-02","41-409-02-SB",,"SBT",47,,3,7.45,13.67,13.67,13.67,295113174187,,82560,"2022-07-30 17:44:27","Libia Bulk cost 7/30/2637","41-409-02","Yamaha 1300R INTAKE GASKET",12.4,7.45
"SD8189","disable","Yamaha Intake Seal 05-08 VX 110 Deluxe & Sport  6D3-14457-00-00  SBT 41-410-02","New","41-410-02","41-410-02-SB",,"SBT",139,,0,14.8,24.75,24.75,24.75,0,,41642,"2022-07-30 17:44:27","Libia Bulk cost 7/30/2370","41-410-02","Yamaha VX 110 Intake Seal",24.65,14.8
"SD77632","publish","Yamaha FX 140/Cruiser/FX3Pass Oil Pump Cover ORing 6B6-13475-01-00 SBT 41-410-49","New","41-410-49","41-410-49-SB",,"SBT",50,,0,7.45,13.57,13.57,13.57,304652650872,,82629,"2022-10-06 08:02:16","Libia Bulk cost 7/30/2597","41-410-49","Oil Pump Cover O Ring (SBT makes)",12.35,7.45
"SD77633","publish","Yamaha WaveRunner FX/Cruiser Oil Pump Cover ORing 6B6-13475-01-00 SBT 41-410-49","New","41-410-49","41-410-49-SB",,"SBT",50,,0,7.45,13.57,13.57,13.57,304652647193,,82630,"2022-10-06 08:36:20","Libia Bulk cost 7/30/2598","41-410-49","Oil Pump Cover O Ring (SBT makes)",12.35,7.45
"SD9457","publish","Yamaha Intake Manifold Gasket FXCruiser SuperHO/FZR/FX Super HO 6S5-13645-00 SBT","New","41-412-02","41-412-02-SB",,"SBT",140,,0,79.8,141.58,141.58,141.58,123690121475,,41744,"2022-03-17 17:05:53","Maria Raigosa","41-412-02","Yamaha SHO Manifold 1 Gasket",132.95,79.8
"SD505853076","publish","Yamaha Intake Manifold Gasket FX Cruiser SHO/FX SHO/FZS  6S5-13645-00 SBT 08-10","New","41-412-02","41-412-02-SB",,"SBT",140,,0,79.8,141.58,141.58,141.58,123690121350,,94077,"2022-03-17 17:05:53","Maria Raigosa","41-412-02","Yamaha SHO Manifold 1 Gasket",132.95,79.8
"SD77168","publish","Yamaha FX Cruiser SHO/FX SHO Oil Plug Oring 93210-24M79-00 SBT 41-412-09","New","41-412-09","41-412-09-SB",,"SBT",48,,2,2.95,9.02,9.02,9.02,295151939162,,82166,"2022-08-11 09:55:12","Libia Bulk cost 7/30/2927","41-412-09","Yamaha SHO O'Ring",4.85,2.95
"SD77169","publish","Yamaha FX Super HO and Cruiser HO Oil Plug Oring 93210-24M79-00 SBT 41-412-09","New","41-412-09","41-412-09-SB",,"SBT",49,,1,2.95,9.05,9.05,9.05,295151933188,,82167,"2022-08-11 09:09:06","Libia Bulk cost 7/30/2928","41-412-09","Yamaha SHO O'Ring",4.85,2.95
"SD9693","disable","Yamaha Flywheel ORing FX Cruiser SuperHO/FX SuperHO/FZR/FZS  6S5-81188-00-00 SBT","New","41-412-14","41-412-14-SB",,"SBT",140,,0,17.05,28.53,28.53,28.53,0,,41752,"2022-07-30 17:44:27","Libia Bulk cost 7/30/2352","41-412-14","Yamaha SHO O'Ring",28.4,17.05
"SD505696096","disable","Yamaha Flywheel ORing Wave Runner VXR VXS & FX CRUISER SHO   6S5-81188-00-00 SBT","New","41-412-14","41-412-14-SB",,"SBT",140,,0,17.05,28.53,28.53,28.53,0,,94042,"2022-07-30 17:44:27","Libia Bulk cost 7/30/2353","41-412-14","Yamaha SHO O'Ring",28.4,17.05
"SD505696343","disable","Yamaha Flywheel ORing WaveRunner FX SHO & FX CRUISER HO  6S5-81188-00-00 SBT","New","41-412-14","41-412-14-SB",,"SBT",140,,0,17.05,28.53,28.53,28.53,0,,94043,"2022-07-30 17:44:27","Libia Bulk cost 7/30/2354","41-412-14","Yamaha SHO O'Ring",28.4,17.05
"SD505696953","disable","Yamaha Flywheel ORing Wave Runner FX HO & FZS   6S5-81188-00-00 SBT 41-412-14","New","41-412-14","41-412-14-SB",,"SBT",140,,0,17.05,28.53,28.53,28.53,0,,94044,"2022-07-30 17:44:27","Libia Bulk cost 7/30/2355","41-412-14","Yamaha SHO O'Ring",28.4,17.05
"SD9676","publish","Yamaha Muffler Dampner 2 Gasket FX Cruiser Super HO/FX SuperHO  6S5-14749-00 SBT","New","41-412-17","41-412-17-SB",,"SBT",140,,0,10.3,17.09,17.09,17.09,125544607074,,41750,"2022-10-03 16:43:29","Libia Bulk cost 7/30/2472","41-412-17","Yamaha SHO Muffler Dampner 2 Gasket",17.1,10.3
"SD505679180","publish","Yamaha Muffler Dampner 2 Gasket FX Cruiser SHO/FX SHO/FZS/FZR  6S5-14749-00 SBT","New","41-412-17","41-412-17-SB",,"SBT",140,,0,10.3,17.09,17.09,17.09,304649207144,,94039,"2022-10-03 16:40:15","Libia Bulk cost 7/30/2473","41-412-17","Yamaha SHO Muffler Dampner 2 Gasket",17.1,10.3
"SD77154","disable","Yamaha VX110 Sport 3-Person &Deluxe Earth Plate ORing 93210-60ME8 SBT 41-412-20","New","41-412-20","41-412-20-SB",,"SBT",50,,0,3.7,9.8,9.8,9.8,0,,82152,"2022-07-30 17:44:27","Libia Bulk cost 7/30/2836","41-412-20","Yamaha Earth Plate O'Ring",6.1,3.7
"SD77155","disable","Yamaha VX1100 SPORT & DELUXE Earth Plate ORing 93210-60ME8 SBT 41-412-20","New","41-412-20","41-412-20-SB",,"SBT",50,,0,3.7,9.8,9.8,9.8,0,,82153,"2022-07-30 17:44:27","Libia Bulk cost 7/30/2837","41-412-20","Yamaha Earth Plate O'Ring",6.1,3.7
"SD77174","publish","Yamaha FX Cruiser SHO/FZR Supercharger Base Oring 6S5-1416A-00-00 SBT 41-412-26","New","41-412-26","41-412-26-SB",,"SBT",49,,1,4.45,10.5,10.5,10.5,304605218489,,82172,"2022-08-21 18:57:14","J. Daniel","41-412-26","Yamaha SHO Supercharger Base O'Ring",7.35,4.45
"SD77175","publish","Yamaha FX Cruiser Super HO/FZS Supercharger Base Oring 6S5-1416A SBT 41-412-26","New","41-412-26","41-412-26-SB",,"SBT",50,,0,4.45,10.5,10.5,10.5,295174061429,,82173,"2022-08-21 18:56:43","J. Daniel","41-412-26","Yamaha SHO Supercharger Base O'Ring",7.35,4.45
"SD77176","publish","Yamaha FX Super HO/FX SHO Supercharger Base Oring 6S5-1416A-00-00 SBT 41-412-26","New","41-412-26","41-412-26-SB",,"SBT",49,,1,4.45,10.5,10.5,10.5,125476002708,,82174,"2022-08-21 18:56:12","J. Daniel","41-412-26","Yamaha SHO Supercharger Base O'Ring",7.35,4.45
"SD77166","disable","Yamaha FX Cruiser SHO/FX SHO Connector Tube ORing 93210-21631-00 SBT 41-412-39","New","41-412-39","41-412-39-SB",,"SBT",50,,0,1.45,7.6,7.6,7.21,0,,82164,"2022-07-30 17:44:27","Libia Bulk cost 7/30/3078","41-412-39","Yamaha SHO O'Ring",2.4,1.45
"SD77167","disable","Yamaha FX Super HO & Cruiser Connector Tube ORing 93210-21631-00 SBT 41-412-39","New","41-412-39","41-412-39-SB",,"SBT",50,,0,1.45,7.6,7.6,7.21,0,,82165,"2022-07-30 17:44:27","Libia Bulk cost 7/30/3079","41-412-39","Yamaha SHO O'Ring",2.4,1.45
"SD77170","disable","Yamaha Wave Runner FX CRUISER SHO Earth Plate Computer Oring 93210-32172 SBT","New","41-412-46","41-412-46-SB",,"SBT",50,,0,1.85,7.64,7.64,7.25,0,,82168,"2022-07-30 17:44:27","Libia Bulk cost 7/30/3040","41-412-46","Yamaha SHO Earth Plate Computer O-Ring",3.05,1.85
"SD77171","disable","Yamaha Wave Runner FX SHO Earth Plate Computer Oring 93210-32172 SBT 41-412-46","New","41-412-46","41-412-46-SB",,"SBT",50,,0,1.85,7.64,7.64,7.25,0,,82169,"2022-07-30 17:44:27","Libia Bulk cost 7/30/3041","41-412-46","Yamaha SHO Earth Plate Computer O-Ring",3.05,1.85
"SD9516","publish","Yamaha Intake Manifold Gasket FX CRUISER HO/FX HO 6BH-13645-00-00 SBT 41-414-02","New","41-414-02","41-414-02-SB",,"SBT",140,,0,8.15,14.95,14.95,14.95,295093647629,,41745,"2022-07-30 17:44:27","Libia Bulk cost 7/30/2556","41-414-02","Yamaha 1.8l Manifold Gasket",13.55,8.15
"SD9516","attribute","Yamaha Intake Manifold Gasket FX Cruiser SHO/FX SuperHO/FZS 6BH-13645-00-00 SBT","New","41-414-02","41-414-02-SB",,"SBT",136,,4,7.55,14.23,14.23,14.23,304563337705,,41745,"2022-07-14 05:06:57","Maria Raigosa","41-414-02","Yamaha 1.8l Manifold Gasket",13.55,8.15
"SD505422571","publish","Yamaha Intake Manifold Gasket FZR/WaveRunner VXR VXS&FX SHO  6BH-13645-00-00 SBT","New","41-414-02","41-414-02-SB",,"SBT",139,,1,8.15,14.95,14.95,14.95,295093663292,,94031,"2022-07-14 04:34:00","Monica Vallejo","41-414-02","Yamaha 1.8l Manifold Gasket",13.55,8.15
"SD505422929","publish","Yamaha Intake Manifold Gasket Wave Runner FX CRUISER SHO&HO  6BH-13645-00-00 SBT","New","41-414-02","41-414-02-SB",,"SBT",140,,0,8.15,14.95,14.95,14.95,304563343448,,94032,"2022-07-14 04:35:54","Monica Vallejo","41-414-02","Yamaha 1.8l Manifold Gasket",13.55,8.15
"SD505423490","publish","Yamaha Intake Manifold Gasket WaveRunner FXHO&FZS  6BH-13645-00-00 SBT 41-414-02","New","41-414-02","41-414-02-SB",,"SBT",139,,1,8.15,14.95,14.95,14.95,125416191947,,94033,"2022-07-14 04:39:48","Monica Vallejo","41-414-02","Yamaha 1.8l Manifold Gasket",13.55,8.15
"SD9623","publish","Yamaha Exhaust Pipe Gasket  FXCRUISERHO/FXHO/WaveRunnerVXR   6BH-14613-00-00 SBT","New","41-414-03","41-414-03-SB",,"SBT",139,,1,22.2,39.38,39.38,39.38,293006986108,,41747,"2022-03-17 17:05:53","Maria Raigosa","41-414-03","Yamaha 1.8l Exhaust Pipe Gasket",36.95,22.2
"SD505367393","publish","Yamaha Exhaust PipeGasket WaveRunner VXS FX CRUISER HO&FXHO  6BH-14613-00-00 SBT","New","41-414-03","41-414-03-SB",,"SBT",140,,0,22.2,39.38,39.38,39.38,293006986245,,94029,"2022-03-17 17:05:53","Maria Raigosa","41-414-03","Yamaha 1.8l Exhaust Pipe Gasket",36.95,22.2
"SD9685","disable","Yamaha Muffler Damper Gasket FXCRUISERHO/FXHO/WaveRunnerVXR  6BH-14749-00-00 SBT","New","41-414-17","41-414-17-SB",,"SBT",140,,0,9.65,17.27,17.27,17.27,0,,41751,"2022-07-30 17:44:27","Libia Bulk cost 7/30/2480","41-414-17","Yamaha 1.8l Muffler Damper Gasket",16.05,9.65
"SD504761068","disable","Yamaha Muffler Damper Gasket Wave Runner VXS & FXCRUISER HO  6BH-14749-00-00 SBT","New","41-414-17","41-414-17-SB",,"SBT",140,,0,9.65,17.27,17.27,17.27,0,,94021,"2022-07-30 17:44:27","Libia Bulk cost 7/30/2495","41-414-17","Yamaha 1.8l Muffler Damper Gasket",16.05,9.65
"SD504761758","disable","Yamaha Muffler Damper Gasket Wave Runner FXHO  6BH-14749-00-00 SBT 41-414-17","New","41-414-17","41-414-17-SB",,"SBT",140,,0,9.65,17.27,17.27,17.27,0,,94022,"2022-07-30 17:44:27","Libia Bulk cost 7/30/2496","41-414-17","Yamaha 1.8l Muffler Damper Gasket",16.05,9.65
"SD77379","disable","Tigershark Barracuda/Daytona/Monte Carlo Carburetor Base Gasket 0624-015 SBT","New","41-501-01B","41-501-01B-SB",,"SBT",50,,0,5.1,11.12,11.12,11.12,0,,82377,"2022-07-30 17:44:27","Libia Bulk cost 7/30/2754","41-501-01B","Tigershark Carb Base Gasket",8.5,5.1
"SD77492","publish","Tigershark Barracuda/Daytona & 770 Reed Gasket 3005-432 SBT 41-501-02","New","41-501-02","41-501-02-SB",,"SBT",44,,6,2.2,8.02,8.02,8.02,295089119879,,82490,"2022-07-30 17:44:27","Libia Bulk cost 7/30/3001","41-501-02","Reed Gasket",3.6,2.2
"SD77493","publish","Tigershark Monte Carlo/Montego & DLX/900 Reed Gasket 3005-432 SBT 41-501-02","New","41-501-02","41-501-02-SB",,"SBT",50,,0,2.2,8.06,8.06,8.06,125412136466,,82491,"2022-07-11 14:47:59","Monica Vallejo","41-501-02","Reed Gasket",3.6,2.2
"SD77507","publish","Tigershark Barracuda/Daytona/Monte Carlo Exhaust Manifold Gasket 3008-384  SBT","New","41-501-03","41-501-03-SB",,"SBT",50,,0,5.1,11.4,11.4,11.4,295093089373,,82505,"2022-07-13 21:01:06","Monica Vallejo","41-501-03","Gasket - Tigershark 640 Exhaust Manifold",8.5,5.1
"SD77508","publish","Tigershark Montego & DLX/TS 640 Exhaust Manifold Gasket 3008-384  SBT 41-501-03","New","41-501-03","41-501-03-SB",,"SBT",46,,4,5.1,11.12,11.12,11.12,125415831266,,82506,"2022-07-30 17:44:27","Libia Bulk cost 7/30/2774","41-501-03","Gasket - Tigershark 640 Exhaust Manifold",8.5,5.1
"SD77498","publish","Tigershark Barracuda/Daytona/Monte Carlo Flywheel Cover ORing  SBT 41-501-05","New","41-501-05","41-501-05-SB",,"SBT",49,,1,5.1,11.12,11.12,11.12,125519066599,,82496,"2022-09-18 17:57:36","Libia Bulk cost 7/30/2772","41-501-05","TS Flywheel Cover O'Ring (SBT makes)",8.5,5.1
"SD77499","publish","Tigershark Montego/Montego DLX/TS 640 Flywheel Cover ORing  SBT 41-501-05","New","41-501-05","41-501-05-SB",,"SBT",49,,1,5.1,11.12,11.12,11.12,304632999453,,82497,"2022-09-18 16:02:56","Libia Bulk cost 7/30/2773","41-501-05","TS Flywheel Cover O'Ring (SBT makes)",8.5,5.1
"SD77504","publish","Tigershark Barracuda/Daytona/TS 640 Water Outlet Gasket 3008-230 SBT 41-501-08","New","41-501-08","41-501-08-SB",,"SBT",50,,0,1.45,7.6,7.6,7.21,304652116923,,82502,"2022-10-05 21:01:00","Libia Bulk cost 7/30/3094","41-501-08","Gasket - Water Outlet",2.4,1.45
"SD77505","publish","Tigershark Montego & DLX/Monte Carlo Water Outlet Gasket 3008-230 SBT 41-501-08","New","41-501-08","41-501-08-SB",,"SBT",50,,0,1.45,7.6,7.6,7.21,295257618534,,82503,"2022-10-05 21:01:00","Libia Bulk cost 7/30/3095","41-501-08","Gasket - Water Outlet",2.4,1.45
"SD77500","publish","Tigershark Barracuda/Daytona/Monte Carlo Exhaust Pipe Gasket 3008-082/386 SBT","New","41-501-17","41-501-17-SB",,"SBT",49,,1,5.8,11.83,11.83,11.83,295230410947,,82498,"2022-09-21 03:21:59","Libia Bulk cost 7/30/2705","41-501-17","Exhaust Pipe",9.6,5.8
"SD77501","publish","Tigershark Montego & DLX/TS 640 Exhaust Pipe Gasket 3008-082/386 SBT 41-501-17","New","41-501-17","41-501-17-SB",,"SBT",50,,0,5.8,11.83,11.83,11.83,125523103443,,82499,"2022-09-20 21:42:01","Libia Bulk cost 7/30/2706","41-501-17","Exhaust Pipe",9.6,5.8
"SD77380","disable","Tigershark Barracuda/Daytona/900 Arrestor Gasket 0673-389 SBT 41-501-23","New","41-501-23","41-501-23-SB",,"SBT",50,,0,1.15,7.41,7.41,6.99,0,,82378,"2022-07-30 17:44:27","Libia Bulk cost 7/30/3134","41-501-23","Gasket - Tigershark 640 Flame Arrester",1.9,1.15
"SD77381","disable","Tigershark Monte Carlo/Montego &DLX/900 Arrestor Gasket 0673-389 SBT 41-501-23","New","41-501-23","41-501-23-SB",,"SBT",50,,0,1.15,7.41,7.41,6.99,0,,82379,"2022-07-30 17:44:27","Libia Bulk cost 7/30/3135","41-501-23","Gasket - Tigershark 640 Flame Arrester",1.9,1.15
"SD504727329","disable","Tigershark Monte Carlo 1000/TS 1000/TS 640  Arrestor Gasket 0673-389 SBT 41-501-23","New","41-501-23","41-501-23-SB",,"SBT",50,,0,1.15,7.41,7.41,6.99,0,,94013,"2022-07-30 17:44:27","Libia Bulk cost 7/30/3150","41-501-23","Gasket - Tigershark 640 Flame Arrester",1.9,1.15
"SD77377","publish","Tigershark 770 L/TS 770/770R Head Pipe Gasket 0612-914 SBT 41-502-04","New","41-502-04","41-502-04-SB",,"SBT",50,,0,5.1,11.12,11.12,11.12,304649182228,,82375,"2022-10-03 16:17:33","Libia Bulk cost 7/30/2752","41-502-04","Gaskets- HEAD PIPE",8.5,5.1
"SD77378","publish","Tigershark Daytona 770/Monte Carlo 770 Head Pipe Gasket 0612-914 SBT 41-502-04","New","41-502-04","41-502-04-SB",,"SBT",50,,0,5.1,11.12,11.12,11.12,295252659609,,82376,"2022-10-03 16:13:51","Libia Bulk cost 7/30/2753","41-502-04","Gaskets- HEAD PIPE",8.5,5.1
"SD77375","publish","Tigershark 770 L/TS 770/770R Expans Chamber Gasket 0612-696 SBT 41-502-16","New","41-502-16","41-502-16-SB",,"SBT",50,,0,5.8,11.83,11.83,11.83,125519136572,,82373,"2022-09-18 17:02:50","Libia Bulk cost 7/30/2695","41-502-16","Gaskets- Expansion Chamber",9.6,5.8
"SD77376","publish","Tigershark Daytona-Monte Carlo 770 Expans Chamber Gasket 0612-696 SBT 41-502-16","New","41-502-16","41-502-16-SB",,"SBT",49,,1,5.8,11.83,11.83,11.83,125519111952,,82374,"2022-09-18 17:57:36","Libia Bulk cost 7/30/2696","41-502-16","Gaskets- Expansion Chamber",9.6,5.8
"SD77466","publish","Tigershark 900/Daytona 770-1000 Flame Arrestor Gasket 1673-179 SBT 41-502-23","New","41-502-23","41-502-23-SB",,"SBT",50,,0,1.15,7.41,7.41,7.41,295151805160,,82464,"2022-08-20 16:54:42","Libia Bulk cost 7/30/3141","41-502-23","Flame Arrestor",1.9,1.15
"SD77467","publish","Tigershark Monte Carlo 770-900 Flame Arrestor Gasket 1673-179 SBT 41-502-23","New","41-502-23","41-502-23-SB",,"SBT",50,,0,1.15,7.41,7.41,7.41,125459245633,,82465,"2022-08-20 16:52:34","Libia Bulk cost 7/30/3142","41-502-23","Flame Arrestor",1.9,1.15
"SD504670436","publish","Tigershark 770 L/TS1000/TS770/770R  Flame Arrestor Gasket 1673-179 SBT 41-502-23","New","41-502-23","41-502-23-SB",,"SBT",48,,2,1.15,7.41,7.41,6.99,295171305118,,94010,"2022-08-20 17:41:59","Libia Bulk cost 7/30/3149","41-502-23","Flame Arrestor",1.9,1.15
"SD77888","publish","Tigershark 900/Monte Carlo 900-1000 Head Pipe Gasket 0612-460 SBT 41-503-04","New","41-503-04","41-503-04-SB",,"SBT",50,,0,7.45,13.57,13.57,13.57,304652641639,,82885,"2022-10-06 08:36:20","Libia Bulk cost 7/30/2618","41-503-04","Gasket - Head Pipe Tigershark 900/1000",12.35,7.45
"SD77889","publish","Tigershark Daytona 1000/TS 1000 Head Pipe Gasket 0612-460 SBT 41-503-04","New","41-503-04","41-503-04-SB",,"SBT",50,,0,7.45,13.57,13.57,13.57,125549319543,,82886,"2022-10-06 08:36:20","Libia Bulk cost 7/30/2619","41-503-04","Gasket - Head Pipe Tigershark 900/1000",12.35,7.45
"SD10307","publish","Tigershark Flywheel Cover 900/Monte Carlo 900 &1000/Daytona/TS1000 3008-053 SBT","New","41-503-05","41-503-05-SB",,"SBT",139,,1,14.8,24.75,24.75,24.75,125475984610,,40995,"2022-08-21 18:35:16","J. Daniel","41-503-05","Flywheel Cover TS 900/1000",24.65,14.8
"SD10291","publish","Tigershark Flywheel Housing 900/MonteCarlo 900&1000/Daytona/TS1000  3008-238 SBT","New","41-503-06","41-503-06-SB",,"SBT",140,,0,25.75,45.64,45.64,45.64,303096128770,,40994,"2022-03-17 17:05:53","Maria Raigosa","41-503-06","Flywheel Housing Gasket",42.9,25.75
